STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,URBANIZATION,HH_MAC,IC_QUINTILE,FINANCIAL_HARDSHIP,INDEX_COMP,SPEND_LEVEL,UNIT_MEASURE,OBS_CONF,UNIT_TYPE,DATABASE_ID,DECIMALS,UNIT_MULT,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,URBANIZATION_LABEL,HH_MAC_LABEL,IC_QUINTILE_LABEL,FINANCIAL_HARDSHIP_LABEL,INDEX_COMP_LABEL,SPEND_LEVEL_LABEL,UNIT_MEASURE_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,UNIT_TYPE_LABEL,DATABASE_ID_LABEL,DECIMALS_LABEL,UNIT_MULT_LABEL,1985,1986,1987,1988,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,SYR,UHC_FH40,_T,_T,_T,LARGE,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Syrian Arab Republic,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,1: Facing large (but non-impoverishing) out-of-pocket health expenditure,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,3.39,,,,3.98,,,,,,,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,ARG,UHC_FH40,_T,_T,IC_Q3,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Argentina,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 3,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.75,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,PRT,UHC_FH40,_T,AS,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Portugal,Population facing financial hardship due to out-of-pocket health expenditure,Total,Adults and older people,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,18.68,,,,,,,,,,21.6,,,,,20.84,,,,,,,16.39,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,SYC,UHC_FH40,_T,AS,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Seychelles,Population facing financial hardship due to out-of-pocket health expenditure,Total,Adults and older people,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.59,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,USA,UHC_FH40,_T,_T,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,United States,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,9.71,9.66,9.68,10.37,9.34,9,9.19,8.4,8.36,8.84,8.39,8.11,8.16,7.96,8.2,8.9,8.52,8.55,8.3,7.1,6.94,7.32,7.67,7.46,6.87,6.88,7.16,6.81,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,LUX,UHC_FH40,_T,_T,_T,IMPOV,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Luxembourg,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,"2: Facing impoverishing out-of-pocket health expenditure, based on the societal poverty line",Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,11.1,,,,,,,,,,,,13.46,,14.05,13.73,13.41,14.03,14.94,14.66,,12.18,12.37,13.56,12.77,12.58,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,BGD,UHC_FH40,_T,_T,IC_Q1,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Bangladesh,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 1 (poorest),All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,60.41,,,,,49.38,,,,,51.63,,,,,,62.12,,,,,,90.79,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,PRY,UHC_FH40,_T,_T,_T,LARGE,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Paraguay,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,1: Facing large (but non-impoverishing) out-of-pocket health expenditure,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,2.07,,,,,,,,,,,2.89,,1.94,1.36,,,,,,,,,0.94,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,PHL,UHC_FH40,_T,_T,_T,FURTHER,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Philippines,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,"2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,30.22,,,31.44,,,33.18,,,34.46,,,33.17,,,32.87,,,30.95,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,TTO,UHC_FH40,_T,_T,_T,LARGE,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Trinidad and Tobago,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,1: Facing large (but non-impoverishing) out-of-pocket health expenditure,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,1.04,,,,,,,,,1.08,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,NAM,UHC_FH40,RUR,_T,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Namibia,Population facing financial hardship due to out-of-pocket health expenditure,Rural area,All types,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,52.77,,,,,,37.64,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,IRQ,UHC_FH40,URB,_T,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Iraq,Population facing financial hardship due to out-of-pocket health expenditure,Urban area,All types,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,11.84,,,,,,12.76,,,,,31.73,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,TKL,UHC_FH40,_T,_T,_T,IMPOV,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Tokelau (NZ),Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,"2: Facing impoverishing out-of-pocket health expenditure, based on the societal poverty line",Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,DEU,UHC_FH40,_T,_T,IC_Q1,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Germany,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 1 (poorest),All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,21.45,,,,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,KNA,UHC_FH40,_T,_T,_T,IMPOV,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,St. Kitts and Nevis,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,"2: Facing impoverishing out-of-pocket health expenditure, based on the societal poverty line",Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,10.16,,,,,,,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,LCA,UHC_FH40,_T,_T,_T,IMPOV,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,St. Lucia,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,"2: Facing impoverishing out-of-pocket health expenditure, based on the societal poverty line",Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.51,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,UKR,UHC_FH40,_T,AO,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Ukraine,Population facing financial hardship due to out-of-pocket health expenditure,Total,Adults only,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,9.5,7.23,6.6,6.09,5.33,5.38,3.99,5.16,3.01,4.44,4.94,4.62,4.66,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,BRA,UHC_FH40,_T,AO,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Brazil,Population facing financial hardship due to out-of-pocket health expenditure,Total,Adults only,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,7.92,,,,,,,,,,,,11.12,,,,,,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,COD,UHC_FH40,_T,AS,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,"Congo, Dem. Rep.",Population facing financial hardship due to out-of-pocket health expenditure,Total,Adults and older people,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,32.48,,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,SSF,UHC_FH40,_T,_T,IC_Q3,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Sub-Saharan Africa,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 3,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,92.1,87.15,77.95,60.5,53.68,55.61,50.54,50.52,48.51,47.46,41.9,41.59,40.13,39.75,40.73,41.71,39.85,35.36,34.49,32.56,30.57,28.07,26.5,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,ISR,UHC_FH40,_T,_T,_T,LARGE,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Israel,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,1: Facing large (but non-impoverishing) out-of-pocket health expenditure,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,4.07,4.04,4.01,4.17,4.1,3.86,3.99,4.31,3.8,3.99,3.48,3.56,3.9,4.15,3.87,4.02,3.95,4.21,4.16,4.22,4.83,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,SAS,UHC_FH40,_T,_T,_T,LARGE,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,South Asia,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,1: Facing large (but non-impoverishing) out-of-pocket health expenditure,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,6.89,6.48,7.31,8.11,6.37,6.86,7.29,6.82,6.67,6.56,7.16,7.84,7.46,7.82,7.98,8.12,8.34,8.04,8,8.25,8.21,8.28,9.11,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,USA,UHC_FH40,_T,_T,_T,LARGE,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,United States,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,1: Facing large (but non-impoverishing) out-of-pocket health expenditure,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,2.39,2.25,2.38,2.44,2.38,2.35,2.3,2.05,2.06,2.11,1.74,1.65,1.67,1.72,1.76,1.84,1.8,1.67,1.73,1.67,1.52,1.47,1.66,1.63,1.35,1.54,1.59,1.49,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,USA,UHC_FH40,_T,_T,_T,IMPOV,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,United States,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,"2: Facing impoverishing out-of-pocket health expenditure, based on the societal poverty line",Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,7.32,7.41,7.3,7.94,6.97,6.65,6.89,6.35,6.3,6.74,6.65,6.46,6.49,6.24,6.44,7.06,6.72,6.88,6.57,5.44,5.42,5.85,6.01,5.83,5.51,5.34,5.57,5.32,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,SDN,UHC_FH40,_T,_T,IC_Q3,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Sudan,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 3,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,22.67,,,,,15.74,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,STP,UHC_FH40,_T,_T,IC_Q5,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,São Tomé and Príncipe,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 5 (richest),All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,0.78,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,HRV,UHC_FH40,_T,_T,_T,IMPOV,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Croatia,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,"2: Facing impoverishing out-of-pocket health expenditure, based on the societal poverty line",Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,7.32,8.46,,,,,7.92,,,,9.97,9.92,6.87,,,,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,MAR,UHC_FH40,_T,_T,_T,LARGE,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Morocco,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,1: Facing large (but non-impoverishing) out-of-pocket health expenditure,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,2.31,,3.97,,,,,,8.88,,,,,,,6.59,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,BLZ,UHC_FH40,_T,_T,IC_Q5,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Belize,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 5 (richest),All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,ROU,UHC_FH40,_T,ACA,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Romania,Population facing financial hardship due to out-of-pocket health expenditure,Total,"Adults, children, and adolescents",All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,11.94,12.63,10.07,9.75,9.99,10.77,10.82,,,8.73,9.39,12.79,12.38,11.84,12.7,,,15.8,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,PER,UHC_FH40,_T,MG,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Peru,Population facing financial hardship due to out-of-pocket health expenditure,Total,Multigenerational,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,28.73,30.1,29.12,29.72,,,,,,25.04,23.9,24.17,22.03,22.86,24.54,26.1,33.51,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,AFG,UHC_FH40,_T,MG,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Afghanistan,Population facing financial hardship due to out-of-pocket health expenditure,Total,Multigenerational,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,26.42,,,,,,47.93,,,35.88,,,,39.83,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,COM,UHC_FH40,_T,MG,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Comoros,Population facing financial hardship due to out-of-pocket health expenditure,Total,Multigenerational,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.94,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,SYC,UHC_FH40,_T,ACA,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Seychelles,Population facing financial hardship due to out-of-pocket health expenditure,Total,"Adults, children, and adolescents",All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.35,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,MNE,UHC_FH40,_T,_T,_T,LARGE,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Montenegro,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,1: Facing large (but non-impoverishing) out-of-pocket health expenditure,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,3.83,2.86,3.29,3.32,2.77,2.91,2.28,4.03,4.17,5.46,4.08,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,AFG,UHC_FH40,_T,_T,IC_Q3,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Afghanistan,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 3,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,35.73,,,33.44,,,,27.98,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,LBR,UHC_FH40,_T,_T,IC_Q3,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Liberia,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 3,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,56.78,,,,,,,34.14,,30.85,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,ISL,UHC_FH40,_T,_T,IC_Q3,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Iceland,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 3,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,COM,UHC_FH40,_T,_T,_T,IMPOV,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Comoros,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,"2: Facing impoverishing out-of-pocket health expenditure, based on the societal poverty line",Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,SLB,UHC_FH40,_T,_T,IC_Q2,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Solomon Islands,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 2,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,17.13,,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,VNM,UHC_FH40,_T,AO,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Vietnam,Population facing financial hardship due to out-of-pocket health expenditure,Total,Adults only,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,40.59,,,,,21.73,,,,,,,18.61,,18.38,,,,13.94,,14.5,,,,9,,10.66,,8.92,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,COD,UHC_FH40,_T,_T,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,"Congo, Dem. Rep.",Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,65.63,,,,,,,,60.03,,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,SLE,UHC_FH40,RUR,_T,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Sierra Leone,Population facing financial hardship due to out-of-pocket health expenditure,Rural area,All types,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,61.93,,,,,,,,60.4,,,,,,,63.48,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,PHL,UHC_FH40,_T,_T,IC_Q5,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Philippines,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 5 (richest),All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,1.42,,,1.1,,,1.11,,,1.84,,,2,,,2.3,,,2.46,,,1.36,,,1.96,,1.76,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,SSF,UHC_FH40,_T,_T,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Sub-Saharan Africa,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,45.9,44.7,44.37,42.88,41.76,42.77,40.69,40.87,39.55,39.15,38.48,38.01,38.54,37.75,38.77,38.67,37.89,36.56,36.28,35.42,35.72,35.16,35.2,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,BGR,UHC_FH40,_T,_T,IC_Q1,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Bulgaria,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 1 (poorest),All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,54.09,,,,53.78,,,,65.37,,,,,67.74,,,,,66.24,72.62,74.09,70.39,74.52,,68.1,64.44,59.88,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,NAC,UHC_FH40,_T,_T,_T,FURTHER,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,North America,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,"2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,6.08,5.83,6.08,5.67,5.59,5.96,5.96,5.75,5.95,5.68,5.9,6.52,6.14,6.3,6.01,5.17,5.11,5.42,5.62,5.38,5.06,4.92,5.23,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,CIV,UHC_FH40,_T,_T,_T,LARGE,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Côte d’Ivoire,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,1: Facing large (but non-impoverishing) out-of-pocket health expenditure,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,5.52,6.3,4.76,5.55,,,4.95,,,,,,9.18,,,,5.75,,,,,,4.98,,,,,,,3.04,,,3.43,,,4.69,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,UGA,UHC_FH40,_T,_T,IC_Q5,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Uganda,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 5 (richest),All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,5.24,,,3.68,,,7.24,,,,3.37,,,6.94,,,,5.47,,,2.4,,,,,
