STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,URBANIZATION,HH_MAC,IC_QUINTILE,FINANCIAL_HARDSHIP,INDEX_COMP,SPEND_LEVEL,UNIT_MEASURE,OBS_CONF,UNIT_TYPE,DATABASE_ID,DECIMALS,UNIT_MULT,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,URBANIZATION_LABEL,HH_MAC_LABEL,IC_QUINTILE_LABEL,FINANCIAL_HARDSHIP_LABEL,INDEX_COMP_LABEL,SPEND_LEVEL_LABEL,UNIT_MEASURE_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,UNIT_TYPE_LABEL,DATABASE_ID_LABEL,DECIMALS_LABEL,UNIT_MULT_LABEL,1985,1986,1987,1988,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,FIN,UHC_FH40,_T,_T,IC_Q5,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Finland,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 5 (richest),All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,0.87,,,,,,,,0.75,,,,,,0.38,,,,0.26,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,TON,UHC_FH40,_T,_T,IC_Q2,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Tonga,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 2,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.51,,,,,,0,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,MYS,UHC_FH40,URB,_T,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Malaysia,Population facing financial hardship due to out-of-pocket health expenditure,Urban area,All types,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.69,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,MMR,UHC_FH40,_T,_T,_T,PUSHED,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Myanmar,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.24,,3.77,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,AND,UHC_FH40,_T,_T,IC_Q2,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Andorra,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 2,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.82,1.82,0,1.36,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,BEN,UHC_FH40,RUR,_T,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Benin,Population facing financial hardship due to out-of-pocket health expenditure,Rural area,All types,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,64.18,,,,,,,,67.68,,,,51.72,,,45.45,,,43.43,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,GMB,UHC_FH40,_T,_T,IC_Q2,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,"Gambia, The",Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 2,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,92.56,,,,,,,75.53,,,,,52.9,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,COD,UHC_FH40,URB,_T,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,"Congo, Dem. Rep.",Population facing financial hardship due to out-of-pocket health expenditure,Urban area,All types,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,46.36,,,,,,,,42.31,,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,LCA,UHC_FH40,_T,_T,IC_Q5,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,St. Lucia,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 5 (richest),All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,MWI,UHC_FH40,_T,_T,IC_Q5,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Malawi,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 5 (richest),All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,25.15,,,,,,1.56,,,1.77,,,1.65,,,0.58,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,GRC,UHC_FH40,_T,_T,_T,LARGE,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Greece,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,1: Facing large (but non-impoverishing) out-of-pocket health expenditure,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,6.94,,,,5.83,5.73,5.49,4.37,4.52,5.76,5.56,6.37,4.68,5.38,5.69,4.63,5.09,5.92,6.04,5.52,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,HRV,UHC_FH40,_T,_T,IC_Q1,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Croatia,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 1 (poorest),All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,41.38,44.7,,,,,44.46,,,,55.76,53.86,39.96,,,,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,ESP,UHC_FH40,_T,_T,IC_Q2,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Spain,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 2,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,1.01,,,,,,,,,,3.41,3.21,3.23,2.88,2.84,3.16,3.68,4.07,3.51,4.61,4.95,4.21,4.51,5.35,4.95,6.81,7.14,7.21,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,ZMB,UHC_FH40,_T,_T,_T,LARGE,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Zambia,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,1: Facing large (but non-impoverishing) out-of-pocket health expenditure,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,1.62,,,,,,,,0.66,,0.56,,,,0.1,,,,,0.09,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,GRD,UHC_FH40,_T,_T,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Grenada,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,3.41,,,,,,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,SWZ,UHC_FH40,_T,_T,IC_Q2,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Eswatini,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 2,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,78.6,,,,,,,,,,,,,,,,59.97,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,NLD,UHC_FH40,_T,_T,_T,FURTHER,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Netherlands,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,"2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,ZMB,UHC_FH40,_T,ACA,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Zambia,Population facing financial hardship due to out-of-pocket health expenditure,Total,"Adults, children, and adolescents",All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,35.4,,,,23.51,,,,,13.73,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,TGO,UHC_FH40,_T,MG,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Togo,Population facing financial hardship due to out-of-pocket health expenditure,Total,Multigenerational,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,45.32,,,,,46.81,,,,73.44,,,,,,35.5,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,IND,UHC_FH40,_T,SO,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,India,Population facing financial hardship due to out-of-pocket health expenditure,Total,Older adults only,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,41.32,,,,,,,,,,,,,,,,,,,,,,25.8,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,BWA,UHC_FH40,_T,ACA,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Botswana,Population facing financial hardship due to out-of-pocket health expenditure,Total,"Adults, children, and adolescents",All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,10.88,,,,,,10.5,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,COD,UHC_FH40,_T,MG,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,"Congo, Dem. Rep.",Population facing financial hardship due to out-of-pocket health expenditure,Total,Multigenerational,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,61.36,,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,STP,UHC_FH40,_T,MG,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,São Tomé and Príncipe,Population facing financial hardship due to out-of-pocket health expenditure,Total,Multigenerational,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,17.18,,,,,,,30.9,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,TJK,UHC_FH40,_T,_T,IC_Q2,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Tajikistan,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 2,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,31.33,,37.34,,,,65.46,66.27,,70.31,68.37,68.49,64.63,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,CHL,UHC_FH40,_T,_T,IC_Q2,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Chile,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 2,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,32.95,,,,,,,,,,12.22,,,,,18.25,,,,,12.74,,,,,15.09,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,MNE,UHC_FH40,_T,_T,IC_Q2,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Montenegro,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 2,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,12.87,4.98,7.77,3.37,5.72,6.57,6.83,13.22,6.52,6.45,6.22,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,TUR,UHC_FH40,_T,_T,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Türkiye,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,14.07,11.27,12.73,13.06,13,12.8,13.5,14.39,15.17,15.49,13.47,16.41,16.01,13.57,12.74,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,TUN,UHC_FH40,_T,_T,IC_Q3,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Tunisia,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 3,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,13.15,,,,,13.77,,,,,12.18,,,,,8.88,,,,,6.64,,,,,,22.81,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,SWZ,UHC_FH40,_T,_T,_T,PUSHED,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Eswatini,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,1.53,,,,,,,,,,,,,,,,1.03,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,MYS,UHC_FH40,_T,_T,_T,LARGE,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Malaysia,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,1: Facing large (but non-impoverishing) out-of-pocket health expenditure,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,KOR,UHC_FH40,_T,_T,_T,LARGE,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,"Korea, Rep.",Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,1: Facing large (but non-impoverishing) out-of-pocket health expenditure,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.17,2.64,5.2,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,DNK,UHC_FH40,_T,_T,_T,PUSHED,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Denmark,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,0.39,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,SUR,UHC_FH40,_T,_T,_T,LARGE,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Suriname,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,1: Facing large (but non-impoverishing) out-of-pocket health expenditure,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,0.79,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,DEU,UHC_FH40,_T,_T,IC_Q2,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Germany,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 2,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,2.29,,,,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,MEX,UHC_FH40,_T,SO,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Mexico,Population facing financial hardship due to out-of-pocket health expenditure,Total,Older adults only,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,6.91,,6.11,,5.38,,4.48,,8.24,,4.4,,8.28,,5.42,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,PRY,UHC_FH40,_T,_T,_T,IMPOV,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Paraguay,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,"2: Facing impoverishing out-of-pocket health expenditure, based on the societal poverty line",Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,24.78,,,,,,,,,,,24.78,,18.51,18.53,,,,,,,,,20.15,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,BDI,UHC_FH40,_T,_T,IC_Q2,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Burundi,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 2,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,89.32,,,,,,,,100,,,,,,,81.39,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,ZWE,UHC_FH40,_T,_T,IC_Q1,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Zimbabwe,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 1 (poorest),All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.69,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,MAR,UHC_FH40,URB,_T,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Morocco,Population facing financial hardship due to out-of-pocket health expenditure,Urban area,All types,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,14.45,,,,,,26.44,,,,,,,19.3,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,NIU,UHC_FH40,_T,_T,IC_Q5,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Niue,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 5 (richest),All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,ECU,UHC_FH40,_T,_T,_T,LARGE,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Ecuador,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,1: Facing large (but non-impoverishing) out-of-pocket health expenditure,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,,6.66,,4.17,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,THA,UHC_FH40,_T,SO,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Thailand,Population facing financial hardship due to out-of-pocket health expenditure,Total,Older adults only,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,13.34,12.81,,,,,,,10.17,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,MWI,UHC_FH40,_T,AO,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Malawi,Population facing financial hardship due to out-of-pocket health expenditure,Total,Adults only,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99,,,5.12,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,BEL,UHC_FH40,_T,MG,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Belgium,Population facing financial hardship due to out-of-pocket health expenditure,Total,Multigenerational,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,32.51,,,,,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,EAS,UHC_FH40,_T,_T,_T,FURTHER,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,East Asia & Pacific,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,"2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,32.29,33.88,33.68,32.37,31.06,29.7,28.4,27.22,27.04,26.11,26.3,25.04,24.2,22.47,22.06,21.58,20.78,20.25,19.34,18.62,18.41,17.54,17.24,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,BLR,UHC_FH40,RUR,_T,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Belarus,Population facing financial hardship due to out-of-pocket health expenditure,Rural area,All types,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,42.26,44.46,36.1,34.88,35.06,33.46,30.89,29.49,27.14,26.58,20.33,23.71,20.53,24.37,24.04,20.8,19.19,19.39,22.39,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,NOR,UHC_FH40,_T,_T,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Norway,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,6.37,7.92,9.01,,,,,,,,,,,,,,,,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,OMN,UHC_FH40,_T,_T,_T,FURTHER,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Oman,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,"2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,7.47,,,,,,,,,,,,,,,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,EST,UHC_FH40,RUR,_T,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Estonia,Population facing financial hardship due to out-of-pocket health expenditure,Rural area,All types,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,21.19,,,,,11.76,,,13.39,13.35,15.08,,,,,,,,,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,NIC,UHC_FH40,_T,_T,IC_Q3,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Nicaragua,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 3,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,15.07,,,,,15.16,,,17.49,,,,,,,,16.58,,,,,19.72,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,SOM,UHC_FH40,_T,_T,IC_Q4,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Federal Republic of Somalia,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 4,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.92,43.1,,,,,,,
