STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,URBANIZATION,HH_MAC,IC_QUINTILE,FINANCIAL_HARDSHIP,INDEX_COMP,SPEND_LEVEL,UNIT_MEASURE,OBS_CONF,UNIT_TYPE,DATABASE_ID,DECIMALS,UNIT_MULT,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,URBANIZATION_LABEL,HH_MAC_LABEL,IC_QUINTILE_LABEL,FINANCIAL_HARDSHIP_LABEL,INDEX_COMP_LABEL,SPEND_LEVEL_LABEL,UNIT_MEASURE_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,UNIT_TYPE_LABEL,DATABASE_ID_LABEL,DECIMALS_LABEL,UNIT_MULT_LABEL,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,NIU,UHC_SCI,_Z,_Z,_Z,_Z,IDHS,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Niue,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Infectious diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,ARG,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Argentina,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,74.0,74.0,75.0,76.0,76.0,77.0,77.0,77.0,78.0,78.0,78.0,78.0,79.0,80.0,80.0,81.0,81.0,80.0,79.0,79.0,79.0,80.0,80.0,80.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,IRL,UHC_SCI,_Z,_Z,_Z,_Z,NCD,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Ireland,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Non-communicable diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,43.0,45.0,46.0,47.0,49.0,50.0,51.0,53.0,54.0,55.0,56.0,56.0,57.0,58.0,59.0,60.0,60.0,61.0,62.0,62.0,63.0,63.0,64.0,64.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,VNM,UHC_SCI,_Z,_Z,_Z,_Z,CAPACITY,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Vietnam,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Service capacity and access,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,50.0,50.0,51.0,52.0,53.0,54.0,55.0,57.0,59.0,60.0,62.0,62.0,63.0,66.0,71.0,72.0,72.0,71.0,62.0,64.0,65.0,65.0,60.0,61.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,BLZ,UHC_SCI,_Z,_Z,_Z,_Z,CAPACITY,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Belize,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Service capacity and access,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,43.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0,44.0,44.0,44.0,48.0,48.0,51.0,53.0,55.0,52.0,52.0,48.0,47.0,51.0,53.0,54.0,54.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,NGA,UHC_SCI,_Z,_Z,_Z,_Z,NCD,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Nigeria,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Non-communicable diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,62.0,63.0,63.0,64.0,65.0,66.0,67.0,67.0,68.0,69.0,70.0,70.0,71.0,72.0,73.0,73.0,74.0,75.0,75.0,76.0,76.0,76.0,76.0,76.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,PAN,UHC_SCI,_Z,_Z,_Z,_Z,IDHS,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Panama,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Infectious diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,80.0,81.0,82.0,83.0,84.0,85.0,87.0,88.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,MUS,UHC_SCI,_Z,_Z,_Z,_Z,CAPACITY,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Mauritius,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Service capacity and access,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,67.0,67.0,67.0,67.0,76.0,74.0,72.0,70.0,70.0,71.0,71.0,73.0,73.0,75.0,83.0,83.0,85.0,87.0,84.0,86.0,86.0,80.0,77.0,72.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,NOR,UHC_SCI,_Z,_Z,_Z,_Z,NCD,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Norway,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Non-communicable diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,34.0,37.0,39.0,42.0,44.0,47.0,49.0,51.0,53.0,55.0,57.0,58.0,60.0,61.0,62.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,71.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,NIU,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Niue,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,60.0,60.0,60.0,60.0,60.0,60.0,61.0,62.0,64.0,65.0,65.0,66.0,66.0,68.0,68.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,67.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,CHL,UHC_SCI,_Z,_Z,_Z,_Z,RMNCH,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Chile,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,"Reproductive, maternal, newborn, and child health",Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,78.0,79.0,79.0,80.0,80.0,80.0,81.0,82.0,82.0,83.0,83.0,84.0,84.0,84.0,85.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,87.0,87.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,GEO,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Georgia,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,63.0,64.0,64.0,64.0,65.0,66.0,66.0,67.0,68.0,68.0,69.0,69.0,69.0,70.0,70.0,70.0,70.0,70.0,69.0,69.0,69.0,70.0,71.0,71.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,UMC,UHC_SCI,_Z,_Z,_Z,_Z,NCD,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Upper middle income,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Non-communicable diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,54.0,55.0,53.0,54.0,52.0,52.0,56.0,56.0,58.0,60.0,58.0,59.0,60.0,60.0,60.0,60.0,61.0,61.0,61.0,60.0,61.0,62.0,60.0,61.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,BGR,UHC_SCI,_Z,_Z,_Z,_Z,IDHS,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Bulgaria,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Infectious diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,GNB,UHC_SCI,_Z,_Z,_Z,_Z,CAPACITY,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Guinea-Bissau,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Service capacity and access,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,31.0,31.0,31.0,31.0,31.0,31.0,30.0,29.0,28.0,29.0,28.0,27.0,28.0,28.0,28.0,32.0,31.0,32.0,29.0,27.0,31.0,38.0,36.0,37.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,BLR,UHC_SCI,_Z,_Z,_Z,_Z,IDHS,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Belarus,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Infectious diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,92.0,92.0,92.0,92.0,92.0,92.0,93.0,93.0,94.0,94.0,95.0,95.0,96.0,96.0,97.0,97.0,98.0,98.0,99.0,99.0,99.0,100.0,100.0,100.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,BDI,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Burundi,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,24.0,25.0,25.0,24.0,23.0,24.0,31.0,37.0,38.0,39.0,40.0,42.0,47.0,45.0,50.0,49.0,47.0,46.0,46.0,49.0,48.0,45.0,48.0,48.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,ROU,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Romania,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,63.0,64.0,65.0,65.0,66.0,67.0,67.0,68.0,69.0,70.0,70.0,71.0,72.0,72.0,74.0,74.0,75.0,75.0,76.0,76.0,76.0,76.0,77.0,77.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,COM,UHC_SCI,_Z,_Z,_Z,_Z,CAPACITY,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Comoros,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Service capacity and access,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,39.0,39.0,39.0,39.0,39.0,33.0,34.0,35.0,35.0,36.0,37.0,38.0,38.0,40.0,42.0,44.0,46.0,47.0,38.0,44.0,52.0,52.0,52.0,53.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,CAF,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Central African Republic,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,23.0,23.0,23.0,23.0,23.0,23.0,24.0,27.0,30.0,31.0,30.0,29.0,28.0,28.0,31.0,32.0,32.0,32.0,31.0,31.0,34.0,33.0,36.0,39.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,CYP,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Cyprus,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,66.0,67.0,67.0,67.0,68.0,68.0,68.0,69.0,69.0,70.0,70.0,72.0,73.0,74.0,74.0,75.0,77.0,77.0,76.0,76.0,75.0,75.0,76.0,76.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,TUV,UHC_SCI,_Z,_Z,_Z,_Z,CAPACITY,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Tuvalu,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Service capacity and access,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,89.0,89.0,89.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,94.0,89.0,87.0,90.0,85.0,79.0,80.0,78.0,75.0,81.0,81.0,81.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,SLE,UHC_SCI,_Z,_Z,_Z,_Z,RMNCH,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Sierra Leone,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,"Reproductive, maternal, newborn, and child health",Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,41.0,40.0,42.0,44.0,43.0,43.0,43.0,43.0,45.0,54.0,61.0,63.0,64.0,65.0,65.0,66.0,66.0,67.0,68.0,69.0,69.0,70.0,70.0,70.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,IDN,UHC_SCI,_Z,_Z,_Z,_Z,NCD,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Indonesia,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Non-communicable diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,38.0,38.0,39.0,39.0,40.0,40.0,41.0,41.0,42.0,42.0,42.0,42.0,42.0,43.0,43.0,43.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,SYC,UHC_SCI,_Z,_Z,_Z,_Z,IDHS,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Seychelles,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Infectious diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,88.0,88.0,84.0,88.0,90.0,92.0,93.0,94.0,95.0,95.0,96.0,96.0,96.0,97.0,97.0,97.0,98.0,98.0,98.0,98.0,98.0,99.0,99.0,99.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,MNG,UHC_SCI,_Z,_Z,_Z,_Z,IDHS,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Mongolia,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Infectious diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,43.0,44.0,44.0,45.0,47.0,48.0,50.0,51.0,53.0,54.0,56.0,57.0,58.0,59.0,61.0,62.0,63.0,65.0,66.0,67.0,69.0,70.0,71.0,72.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,NLD,UHC_SCI,_Z,_Z,_Z,_Z,RMNCH,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Netherlands,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,"Reproductive, maternal, newborn, and child health",Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,SWZ,UHC_SCI,_Z,_Z,_Z,_Z,IDHS,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Eswatini,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Infectious diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,27.0,31.0,33.0,34.0,36.0,39.0,42.0,44.0,46.0,48.0,51.0,52.0,54.0,55.0,57.0,60.0,62.0,62.0,63.0,64.0,66.0,66.0,67.0,68.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,FRA,UHC_SCI,_Z,_Z,_Z,_Z,CAPACITY,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,France,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Service capacity and access,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,92.0,93.0,95.0,95.0,96.0,96.0,96.0,94.0,94.0,94.0,95.0,95.0,95.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,KNA,UHC_SCI,_Z,_Z,_Z,_Z,CAPACITY,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,St. Kitts and Nevis,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Service capacity and access,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,84.0,84.0,82.0,80.0,78.0,80.0,80.0,87.0,89.0,88.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,GNQ,UHC_SCI,_Z,_Z,_Z,_Z,IDHS,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Equatorial Guinea,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Infectious diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,15.0,14.0,13.0,13.0,13.0,15.0,20.0,42.0,51.0,53.0,51.0,47.0,40.0,35.0,34.0,42.0,47.0,47.0,50.0,51.0,51.0,45.0,36.0,36.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,SYC,UHC_SCI,_Z,_Z,_Z,_Z,CAPACITY,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Seychelles,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Service capacity and access,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,56.0,56.0,56.0,56.0,56.0,55.0,55.0,55.0,54.0,55.0,54.0,70.0,71.0,81.0,91.0,94.0,96.0,95.0,78.0,80.0,82.0,78.0,80.0,82.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,COL,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Colombia,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,73.0,74.0,75.0,73.0,76.0,77.0,78.0,80.0,81.0,82.0,80.0,81.0,82.0,82.0,83.0,82.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,LBR,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Liberia,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,26.0,25.0,25.0,25.0,25.0,25.0,26.0,27.0,29.0,38.0,38.0,36.0,38.0,37.0,36.0,42.0,42.0,41.0,46.0,46.0,43.0,48.0,50.0,49.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,LSO,UHC_SCI,_Z,_Z,_Z,_Z,CAPACITY,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Lesotho,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Service capacity and access,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,31.0,31.0,31.0,31.0,32.0,32.0,32.0,33.0,33.0,33.0,33.0,40.0,46.0,52.0,56.0,60.0,64.0,62.0,52.0,46.0,51.0,47.0,46.0,46.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,AND,UHC_SCI,_Z,_Z,_Z,_Z,CAPACITY,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Andorra,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Service capacity and access,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,66.0,68.0,58.0,66.0,65.0,66.0,66.0,72.0,74.0,74.0,74.0,74.0,74.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,EAS,UHC_SCI,_Z,_Z,_Z,_Z,NCD,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,East Asia & Pacific,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Non-communicable diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,49.0,50.0,51.0,51.0,52.0,52.0,53.0,53.0,54.0,54.0,55.0,55.0,56.0,56.0,56.0,57.0,57.0,57.0,57.0,57.0,58.0,58.0,58.0,58.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,SAU,UHC_SCI,_Z,_Z,_Z,_Z,CAPACITY,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Saudi Arabia,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Service capacity and access,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,78.0,80.0,83.0,86.0,89.0,91.0,94.0,96.0,97.0,97.0,97.0,99.0,98.0,100.0,100.0,99.0,99.0,100.0,88.0,91.0,92.0,97.0,98.0,98.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,TGO,UHC_SCI,_Z,_Z,_Z,_Z,RMNCH,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Togo,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,"Reproductive, maternal, newborn, and child health",Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,32.0,31.0,32.0,32.0,32.0,32.0,32.0,34.0,35.0,37.0,39.0,41.0,44.0,46.0,48.0,47.0,46.0,44.0,45.0,45.0,45.0,46.0,46.0,47.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,BHR,UHC_SCI,_Z,_Z,_Z,_Z,NCD,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Bahrain,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Non-communicable diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,59.0,59.0,60.0,61.0,62.0,63.0,63.0,63.0,64.0,64.0,64.0,64.0,65.0,65.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,SAS,UHC_SCI,_Z,_Z,_Z,_Z,NCD,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,South Asia,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Non-communicable diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,20.0,22.0,24.0,26.0,28.0,30.0,32.0,34.0,35.0,37.0,39.0,40.0,42.0,43.0,44.0,46.0,47.0,48.0,49.0,50.0,51.0,51.0,52.0,53.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,UGA,UHC_SCI,_Z,_Z,_Z,_Z,IDHS,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Uganda,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Infectious diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,6.0,6.0,6.0,6.0,7.0,8.0,10.0,15.0,18.0,18.0,23.0,18.0,17.0,32.0,38.0,36.0,35.0,41.0,40.0,34.0,39.0,39.0,34.0,42.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,HIC,UHC_SCI,_Z,_Z,_Z,_Z,NCD,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,High income,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Non-communicable diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,49.0,50.0,51.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,61.0,61.0,62.0,64.0,65.0,65.0,66.0,66.0,67.0,67.0,68.0,67.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,NOR,UHC_SCI,_Z,_Z,_Z,_Z,RMNCH,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Norway,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,"Reproductive, maternal, newborn, and child health",Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,88.0,88.0,88.0,89.0,89.0,89.0,89.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,BLZ,UHC_SCI,_Z,_Z,_Z,_Z,RMNCH,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Belize,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,"Reproductive, maternal, newborn, and child health",Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,71.0,71.0,71.0,71.0,71.0,71.0,71.0,72.0,73.0,74.0,75.0,76.0,75.0,74.0,73.0,72.0,71.0,71.0,72.0,72.0,71.0,71.0,72.0,72.0
